"No.","Time","Source","Destination","Protocol","Length","Info","Delta"
"1250","4.382398358","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000007000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000400000000000000010000001c000000ffffffffffffffffffffffff"
"1253","4.382685494","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000007000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000400000000000000010000001c000000ffffffffffffffffffffffff"
"1256","4.384339070","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000007000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000400000000000000010000001c000000ffffffffffffffffffffffff"
"1260","4.386442256","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000007000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000400000000000000010000001c000000ffffffffffffffffffffffff"
"1291","4.407309642","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000008000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000400000000000000010000001c000000ffffffffffffffffffffffff"
"1316","4.412521653","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000008000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000400000000000000010000001c000000ffffffffffffffffffffffff"
"1392","4.432195369","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000008000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"1475","4.457177471","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000009000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000500000000000000010000001c000000ffffffffffffffffffffffff"
"1567","4.482915163","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000009000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"1588","4.510177076","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000a000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"1672","4.534080340","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000a000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000600000000000000010000001c000000ffffffffffffffffffffffff"
"1783","4.559242540","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"1879","4.585487597","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000700000000000000010000001c000000ffffffffffffffffffffffff"
"1894","4.610677548","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"1995","4.635956594","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"1998","4.636430340","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"2129","4.665016881","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000800000000000000010000001c000000ffffffffffffffffffffffff"
"2235","4.687081210","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"2242","4.713241040","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"2341","4.738723163","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000900000000000000010000001c000000ffffffffffffffffffffffff"
"2419","4.763501090","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"2420","4.763764846","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"2511","4.789427778","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000a00000000000000010000001c000000ffffffffffffffffffffffff"
"2546","4.819652678","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"2555","4.821327500","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"2617","4.839442566","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"2624","4.840960073","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"2727","4.865261557","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000b00000000000000010000001c000000ffffffffffffffffffffffff"
"2739","4.867317039","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000b00000000000000010000001c000000ffffffffffffffffffffffff"
"2843","4.898322094","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000c00000000000000010000001c000000ffffffffffffffffffffffff"
"2860","4.916306971","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"2935","4.941605218","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"2936","4.941821016","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3032","4.968242311","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000d00000000000000010000001c000000ffffffffffffffffffffffff"
"3160","5.003489220","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3163","5.005096552","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3166","5.018872464","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000e00000000000000010000001c000000ffffffffffffffffffffffff"
"3251","5.045647768","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3260","5.047549882","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3269","5.049307749","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3288","5.053141205","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3346","5.070312370","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000f00000000000000010000001c000000ffffffffffffffffffffffff"
"3467","5.096974059","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3468","5.097841448","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3482","5.118401361","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3515","5.125207518","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000c000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3606","5.148818955","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000c000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001000000000000000010000001c000000ffffffffffffffffffffffff"
"3615","5.150568770","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000c000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001000000000000000010000001c000000ffffffffffffffffffffffff"
"3701","5.175505635","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000d000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001100000000000000010000001c000000ffffffffffffffffffffffff"
"3714","5.178109727","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000d000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001100000000000000010000001c000000ffffffffffffffffffffffff"
"3805","5.210413001","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000d000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3806","5.210433826","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000d000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3807","5.212129785","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000d000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"3824","5.224933203","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000e000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001200000000000000000000001c000000ffffffffffffffff07feffff"
"3932","5.252225848","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000e000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001200000000000000010000001c000000ffffffffffffffffffffffff"
"4022","5.277966315","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000000f000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001300000000000000010000001c000000ffffffffffffffffffffffff"
"4117","5.315682011","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000f000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"4118","5.317691449","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000f000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"4121","5.319409716","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000000f000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"4144","5.329358760","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000010000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"4153","5.331490166","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000010000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"4168","5.338576246","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000010000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"4195","5.344429064","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000010000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"4237","5.353709001","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000011000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001400000000000000010000001c000000ffffffffffffffffffffffff"
"4325","5.379940676","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000011000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"4330","5.411313045","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000012000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"4334","5.413590005","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000012000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"4402","5.433078495","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000012000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001500000000000000010000001c000000ffffffffffffffffffffffff"
"4423","5.438002375","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000012000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001500000000000000010000001c000000ffffffffffffffffffffffff"
"4446","5.443689808","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000012000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001500000000000000010000001c000000ffffffffffffffffffffffff"
"4508","5.457889997","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000013000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001500000000000000010000001c000000ffffffffffffffffffffffff"
"4509","5.458230496","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000013000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001500000000000000010000001c000000ffffffffffffffffffffffff"
"4512","5.459784473","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000013000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001500000000000000010000001c000000ffffffffffffffffffffffff"
"4558","5.483445909","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000013000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001600000000000000010000001c000000ffffffffffffffffffffffff"
"4566","5.485720450","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000013000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001600000000000000010000001c000000ffffffffffffffffffffffff"
"4599","5.512798705","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000014000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"4689","5.546081737","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000014000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"4733","5.561213102","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000015000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"4847","5.589066819","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000015000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001700000000000000010000001c000000ffffffffffffffffffffffff"
"4897","5.616196589","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000016000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001800000000000000010000001c000000ffffffffffffffffffffffff"
"4964","5.647071663","192.168.169.2","192.168.169.1","UDP","270","59377  >  8800 Len=144","ef029000020200010200000016000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001900000000000000000000001c000000ff0100000000000000ffffff1800000000000000010000001c000000ffffffffffffffffffffffff"
"4993","5.653622540","192.168.169.2","192.168.169.1","UDP","270","59377  >  8800 Len=144","ef029000020200010200000016000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001900000000000000000000001c000000ff0100000000000000ffffff1800000000000000010000001c000000ffffffffffffffffffffffff"
"5041","5.663993356","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000017000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"5051","5.689551155","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000017000000140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"5059","5.716385060","192.168.169.2","192.168.169.1","UDP","258","59377  >  8800 Len=132","ef028400020200010200000018000000140066147e80fb8000020000000000000000000087990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001900000000000000010000001c000000ffffffffffffffffffffffff1a000000000000000300000010000000"
"5080","5.746634246","192.168.169.2","192.168.169.1","UDP","258","59377  >  8800 Len=132","ef028400020200010200000018000000140066147e80fb8000020000000000000000000087990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001900000000000000010000001c000000ffffffffffffffffffffffff1a000000000000000300000010000000"
"5090","5.767598035","192.168.169.2","192.168.169.1","UDP","258","59377  >  8800 Len=132","ef028400020200010200000019000000140066147e80fd8000020000000000000000000081990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001900000000000000010000001c000000ffffffffffffffffffffffff1a000000000000000300000010000000"
"5201","5.793034799","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef025800020200010000000019000000140066147e80fd8000020000000000000000000081990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"5243","5.819472027","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000001a000000140066147e80fc8000020000000000000000000080990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"5253","5.821726168","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000001a000000140066147e80fc8000020000000000000000000080990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"5263","5.823727203","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000001a000000140066147e80fc8000020000000000000000000080990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"5351","5.845635361","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000001a000000140066147e80fc8000020000000000000000000080990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001a00000000000000010000001c000000ffffffffffffffffffffffff"
"5359","5.871397298","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000001b000000140066147e80fc8000020000000000000000000080990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001a00000000000000010000001c000000ffffffffffffffffffffffff"
"5360","5.871720806","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000001b000000140066147e80fc8000020000000000000000000080990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001a00000000000000010000001c000000ffffffffffffffffffffffff"
"5452","5.898110428","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000001b000000140066147e80fc8000020000000000000000000080990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001b00000000000000010000001c000000ffffffffffffffffffffffff"
"5548","5.923938109","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000001c000000140066147e80fc8000020000000000000000000080990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"5635","5.949344219","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000001c000000140066147e80fc8000020000000000000000000080990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001c00000000000000010000001c000000ffffffffffffffffffffffff"
"5654","5.974858323","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000001d000000140066147e80fc8000020000000000000000000080990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001c00000000000000010000001c000000ffffffffffffffffffffffff"
"5747","6.000995481","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000001d000000140066147e80fc8000020000000000000000000080990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001d00000000000000010000001c000000ffffffffffffffffffffffff"
"5759","6.003546276","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000001d000000140066147e80fc8000020000000000000000000080990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001d00000000000000010000001c000000ffffffffffffffffffffffff"
"5768","6.005409701","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000001d000000140066147e80fc8000020000000000000000000080990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001d00000000000000010000001c000000ffffffffffffffffffffffff"
"5848","6.025931792","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000001e000000140066147e80fd8000020000000000000000000081990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"5934","6.052290029","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef02740002020001010000001e000000140066147e80fd8000020000000000000000000081990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001e00000000000000010000001c000000ffffffffffffffffffffffff"
"5956","6.078754313","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000001f000000140066147e80fd8000020000000000000000000081990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"6042","6.104822029","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000001f000000140066147e80fd8000020000000000000000000081990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"6049","6.106309951","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000001f000000140066147e80fd8000020000000000000000000081990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"6060","6.108687190","192.168.169.2","192.168.169.1","UDP","214","59377  >  8800 Len=88","ef02580002020001000000001f000000140066147e80fd8000020000000000000000000081990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"6142","6.131704100","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000020000000140066147e80fd8000020000000000000000000081990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001f00000000000000010000001c000000ffffffffffffffffffffffff"
"6151","6.133622654","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000020000000140066147e80fd8000020000000000000000000081990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001f00000000000000010000001c000000ffffffffffffffffffffffff"
"6164","6.135815556","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000020000000140066147e80fd8000020000000000000000000081990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001f00000000000000010000001c000000ffffffffffffffffffffffff"
"6236","6.158003681","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000020000000140066147e80fd8000020000000000000000000081990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002000000000000000010000001c000000ffffffffffffffffffffffff"
"6255","6.161587576","192.168.169.2","192.168.169.1","UDP","242","59377  >  8800 Len=116","ef027400020200010100000020000000140066147e80fd8000020000000000000000000081990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002000000000000000010000001c000000ffffffffffffffffffffffff"
