"No.","Time","Source","Destination","Protocol","Length","Info","Delta"
"6268","37.602329654","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001e00000000000000010000001c000000ffffffffffffffffffffffff"
"6393","37.633945615","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001e00000000000000010000001c000000ffffffffffffffffffffffff"
"6395","37.633953352","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001f00000000000000010000001c000000ffffffffffffffffffffffff"
"6396","37.633956588","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00001f00000000000000010000001c000000ffffffffffffffffffffffff"
"6552","37.691187833","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002000000000000000010000001c000000ffffffffffffffffffffffff"
"6553","37.691201097","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002000000000000000010000001c000000ffffffffffffffffffffffff"
"6558","37.708316727","192.168.169.2","192.168.169.1","UDP","286","57664  >  8800 Len=160","ef02a00002020001030000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002100000000000000010000001c000000ffffffffffffffffffffffff2000000000000000010000001c000000ffffffffffffffffffffffff22000000000000000300000010000000"
"6711","37.750338282","192.168.169.2","192.168.169.1","UDP","214","57664  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"6717","37.759397614","192.168.169.2","192.168.169.1","UDP","214","57664  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"6718","37.760366908","192.168.169.2","192.168.169.1","UDP","214","57664  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"6801","37.785353645","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002200000000000000010000001c000000ffffffffffffffffffffffff"
"6857","37.819047516","192.168.169.2","192.168.169.1","UDP","214","57664  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"7029","37.871027441","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002300000000000000010000001c000000ffffffffffffffffffffffff"
"7030","37.871028307","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002300000000000000010000001c000000ffffffffffffffffffffffff"
"7161","37.901417503","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002400000000000000010000001c000000ffffffffffffffffffffffff"
"7166","37.916449830","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002400000000000000010000001c000000ffffffffffffffffffffffff"
"7169","37.939449625","192.168.169.2","192.168.169.1","UDP","270","57664  >  8800 Len=144","ef02900002020001020000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002500000000000000000000001c000000ffffffffffffffff03f0ffff2400000000000000010000001c000000ffffffffffffffffffffffff"
"7342","37.986920501","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002500000000000000010000001c000000ffffffffffffffffffffffff"
"7463","38.023711606","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002500000000000000010000001c000000ffffffffffffffffffffffff"
"7466","38.031604856","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002600000000000000010000001c000000ffffffffffffffffffffffff"
"7468","38.046244102","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002600000000000000010000001c000000ffffffffffffffffffffffff"
"7593","38.079831206","192.168.169.2","192.168.169.1","UDP","214","57664  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"7686","38.104873332","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002700000000000000010000001c000000ffffffffffffffffffffffff"
"7762","38.134048603","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002700000000000000010000001c000000ffffffffffffffffffffffff"
"7766","38.144238409","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002800000000000000010000001c000000ffffffffffffffffffffffff"
"7767","38.145336639","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002800000000000000010000001c000000ffffffffffffffffffffffff"
"7841","38.174905688","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002800000000000000010000001c000000ffffffffffffffffffffffff"
"7850","38.176368229","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002800000000000000010000001c000000ffffffffffffffffffffffff"
"7861","38.178352962","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002800000000000000010000001c000000ffffffffffffffffffffffff"
"7976","38.208914056","192.168.169.2","192.168.169.1","UDP","214","57664  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"8057","38.234136458","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002900000000000000010000001c000000ffffffffffffffffffffffff"
"8089","38.246988526","192.168.169.2","192.168.169.1","UDP","270","57664  >  8800 Len=144","ef02900002020001020000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002900000000000000010000001c000000ffffffffffffffffffffffff2a00000000000000010000001c000000ffffffffffffffffffffffff"
"8402","38.343812777","192.168.169.2","192.168.169.1","UDP","214","57664  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"8403","38.343813493","192.168.169.2","192.168.169.1","UDP","214","57664  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"8404","38.343814059","192.168.169.2","192.168.169.1","UDP","242","57664  >  8800 Len=116","ef02740002020001010000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002b00000000000000010000001c000000ffffffffffffffffffffffff"
"8407","38.349762420","192.168.169.2","192.168.169.1","UDP","270","57664  >  8800 Len=144","ef02900002020001020000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002b00000000000000010000001c000000ffffffffffffffffffffffff2c00000000000000010000001c000000ffffffffffffffffffffffff"
"8409","38.384662011","192.168.169.2","192.168.169.1","UDP","298","57664  >  8800 Len=172","ef02ac0002020001030000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00002d00000000000000000000001c000000ffff00000000000000f0ffff2b00000000000000010000001c000000ffffffffffffffffffffffff2c00000000000000010000001c000000ffffffffffffffffffffffff"
"8541","38.420326797","192.168.169.2","192.168.169.1","UDP","214","57664  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"8701","38.467138639","192.168.169.2","192.168.169.1","UDP","214","57664  >  8800 Len=88","ef02580002020001000000000b000000080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"9105","39.558676157","192.168.169.2","192.168.169.1","UDP","130","39583  >  8800 Len=4","ef000400"
"9110","39.661204194","192.168.169.2","192.168.169.1","UDP","130","39583  >  8800 Len=4","ef000400"
"9238","39.694074054","192.168.169.2","192.168.169.1","UDP","214","39583  >  8800 Len=88","ef025800020200010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"9240","39.694087723","192.168.169.2","192.168.169.1","UDP","214","39583  >  8800 Len=88","ef025800020200010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"9250","39.696498281","192.168.169.2","192.168.169.1","UDP","214","39583  >  8800 Len=88","ef025800020200010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"9280","39.705341375","192.168.169.2","192.168.169.1","UDP","214","39583  >  8800 Len=88","ef025800020200010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"9356","39.731749577","192.168.169.2","192.168.169.1","UDP","242","39583  >  8800 Len=116","ef027400020200010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000100000000000000010000001c000000ffffffffffffffffffffffff"
"9411","39.747216481","192.168.169.2","192.168.169.1","UDP","242","39583  >  8800 Len=116","ef027400020200010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000100000000000000010000001c000000ffffffffffffffffffffffff"
"9412","39.747230025","192.168.169.2","192.168.169.1","UDP","132","39583  >  8800 Len=6","ef2006000165"
"9417","39.753252932","192.168.169.2","192.168.169.1","UDP","242","39583  >  8800 Len=116","ef027400020200010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000100000000000000010000001c000000ffffffffffffffffffffffff"
"9419","39.779067118","192.168.169.2","192.168.169.1","UDP","270","39583  >  8800 Len=144","ef029000020200010200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000100000000000000010000001c000000ffffffffffffffffffffffff0200000000000000000000001c000000ffffffffffffffff00f0ffff"
"9447","39.788116283","192.168.169.2","192.168.169.1","UDP","151","39583  >  8800 Len=25","ef20190001673c693d325e62665f737369643d636d643d323e"
"9448","39.788129467","192.168.169.2","192.168.169.1","UDP","151","39583  >  8800 Len=25","ef20190001673c693d325e62665f737369643d636d643d333e"
"9450","39.804857128","192.168.169.2","192.168.169.1","UDP","214","39583  >  8800 Len=88","ef025800020200010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"9452","39.830427747","192.168.169.2","192.168.169.1","UDP","258","39583  >  8800 Len=132","ef028400020200010200000001000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000200000000000000010000001c000000ffffffffffffffffffffffff03000000000000000300000010000000"
"9454","39.856345858","192.168.169.2","192.168.169.1","UDP","258","39583  >  8800 Len=132","ef028400020200010200000001000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000200000000000000010000001c000000ffffffffffffffffffffffff03000000000000000300000010000000"
"9458","39.881633375","192.168.169.2","192.168.169.1","UDP","258","39583  >  8800 Len=132","ef028400020200010200000002000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000200000000000000010000001c000000ffffffffffffffffffffffff03000000000000000300000010000000"
"9593","39.959122202","192.168.169.2","192.168.169.1","UDP","258","39583  >  8800 Len=132","ef028400020200010200000002000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000200000000000000010000001c000000ffffffffffffffffffffffff03000000000000000300000010000000"
"9661","39.979638020","192.168.169.2","192.168.169.1","UDP","258","39583  >  8800 Len=132","ef028400020200010200000003000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000200000000000000010000001c000000ffffffffffffffffffffffff03000000000000000300000010000000"
"9662","39.979639166","192.168.169.2","192.168.169.1","UDP","214","39583  >  8800 Len=88","ef025800020200010000000003000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"9733","40.003369148","192.168.169.2","192.168.169.1","UDP","258","39583  >  8800 Len=132","ef028400020200010200000003000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000200000000000000010000001c000000ffffffffffffffffffffffff03000000000000000300000010000000"
"9734","40.003369792","192.168.169.2","192.168.169.1","UDP","214","39583  >  8800 Len=88","ef025800020200010000000003000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"9735","40.003370371","192.168.169.2","192.168.169.1","UDP","242","39583  >  8800 Len=116","ef027400020200010100000004000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000300000000000000010000001c000000ffffffffffffffffffffffff"
"9737","40.010318976","192.168.169.2","192.168.169.1","UDP","242","39583  >  8800 Len=116","ef027400020200010100000004000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000300000000000000010000001c000000ffffffffffffffffffffffff"
"9823","40.042042079","192.168.169.2","192.168.169.1","UDP","214","39583  >  8800 Len=88","ef025800020200010000000005000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"9947","40.071873398","192.168.169.2","192.168.169.1","UDP","242","39583  >  8800 Len=116","ef027400020200010100000005000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000400000000000000010000001c000000ffffffffffffffffffffffff"
"10044","40.100952271","192.168.169.2","192.168.169.1","UDP","242","39583  >  8800 Len=116","ef027400020200010100000006000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000400000000000000010000001c000000ffffffffffffffffffffffff"
"10046","40.113282671","192.168.169.2","192.168.169.1","UDP","242","39583  >  8800 Len=116","ef027400020200010100000006000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000500000000000000010000001c000000ffffffffffffffffffffffff"
"10048","40.139424186","192.168.169.2","192.168.169.1","UDP","270","39583  >  8800 Len=144","ef029000020200010200000007000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000500000000000000010000001c000000ffffffffffffffffffffffff0600000000000000000000001c000000ffffffffff1f000000f0ffff"
"10602","40.745214622","192.168.169.2","192.168.169.1","UDP","130","38768  >  8800 Len=4","ef000400"
"10610","40.850226307","192.168.169.2","192.168.169.1","UDP","130","38768  >  8800 Len=4","ef000400"
"10766","40.900715499","192.168.169.2","192.168.169.1","UDP","214","38768  >  8800 Len=88","ef025800020200010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"10767","40.900727965","192.168.169.2","192.168.169.1","UDP","214","38768  >  8800 Len=88","ef025800020200010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"10769","40.912258181","192.168.169.2","192.168.169.1","UDP","258","38768  >  8800 Len=132","ef028400020200010200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000100000000000000010000001c000000ffffffffffffffffffffffff02000000000000000300000010000000"
"10808","40.925627617","192.168.169.2","192.168.169.1","UDP","132","38768  >  8800 Len=6","ef2006000165"
"10875","40.941634547","192.168.169.2","192.168.169.1","UDP","151","38768  >  8800 Len=25","ef20190001673c693d325e62665f737369643d636d643d323e"
"10876","40.941640660","192.168.169.2","192.168.169.1","UDP","151","38768  >  8800 Len=25","ef20190001673c693d325e62665f737369643d636d643d333e"
"10877","40.941642072","192.168.169.2","192.168.169.1","UDP","214","38768  >  8800 Len=88","ef025800020200010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"11077","41.006040661","192.168.169.2","192.168.169.1","UDP","214","38768  >  8800 Len=88","ef025800020200010000000001000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"11078","41.006046683","192.168.169.2","192.168.169.1","UDP","242","38768  >  8800 Len=116","ef027400020200010100000001000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000200000000000000010000001c000000ffffffffffffffffffffffff"
"11080","41.014322638","192.168.169.2","192.168.169.1","UDP","242","38768  >  8800 Len=116","ef027400020200010100000002000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000200000000000000010000001c000000ffffffffffffffffffffffff"
"11295","41.086222149","192.168.169.2","192.168.169.1","UDP","242","38768  >  8800 Len=116","ef027400020200010100000002000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000200000000000000010000001c000000ffffffffffffffffffffffff"
"11296","41.086235655","192.168.169.2","192.168.169.1","UDP","242","38768  >  8800 Len=116","ef027400020200010100000003000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000300000000000000010000001c000000ffffffffffffffffffffffff"
"11379","41.105111687","192.168.169.2","192.168.169.1","UDP","270","38768  >  8800 Len=144","ef029000020200010200000003000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000300000000000000010000001c000000ffffffffffffffffffffffff0400000000000000010000001c000000ffffffffffffffffffffffff"
"11393","41.115762470","192.168.169.2","192.168.169.1","UDP","270","38768  >  8800 Len=144","ef029000020200010200000003000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000300000000000000010000001c000000ffffffffffffffffffffffff0400000000000000010000001c000000ffffffffffffffffffffffff"
"11394","41.115772690","192.168.169.2","192.168.169.1","UDP","242","38768  >  8800 Len=116","ef027400020200010100000004000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000400000000000000010000001c000000ffffffffffffffffffffffff"
"11575","41.181097034","192.168.169.2","192.168.169.1","UDP","242","38768  >  8800 Len=116","ef027400020200010100000004000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000400000000000000010000001c000000ffffffffffffffffffffffff"
"11576","41.181100813","192.168.169.2","192.168.169.1","UDP","242","38768  >  8800 Len=116","ef027400020200010100000005000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000500000000000000010000001c000000ffffffffffffffffffffffff"
"11629","41.194701184","192.168.169.2","192.168.169.1","UDP","242","38768  >  8800 Len=116","ef027400020200010100000005000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000500000000000000010000001c000000ffffffffffffffffffffffff"
"11709","41.229421539","192.168.169.2","192.168.169.1","UDP","242","38768  >  8800 Len=116","ef027400020200010100000006000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000600000000000000010000001c000000ffffffffffffffffffffffff"
"11712","41.231371759","192.168.169.2","192.168.169.1","UDP","242","38768  >  8800 Len=116","ef027400020200010100000006000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000600000000000000010000001c000000ffffffffffffffffffffffff"
"11808","41.272343259","192.168.169.2","192.168.169.1","UDP","270","38768  >  8800 Len=144","ef029000020200010200000006000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000600000000000000010000001c000000ffffffffffffffffffffffff0700000000000000000000001c000000ffffffffffffff3f00f0ffff"
"11815","41.274818091","192.168.169.2","192.168.169.1","UDP","270","38768  >  8800 Len=144","ef029000020200010200000006000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000600000000000000010000001c000000ffffffffffffffffffffffff0700000000000000000000001c000000ffffffffffffff3f00f0ffff"
"12357","42.003291044","192.168.169.2","192.168.169.1","UDP","130","49806  >  8800 Len=4","ef000400"
"12366","42.101102405","192.168.169.2","192.168.169.1","UDP","130","49806  >  8800 Len=4","ef000400"
"12416","42.121009131","192.168.169.2","192.168.169.1","UDP","214","49806  >  8800 Len=88","ef025800020200010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"12423","42.122392258","192.168.169.2","192.168.169.1","UDP","214","49806  >  8800 Len=88","ef025800020200010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"12526","42.147198510","192.168.169.2","192.168.169.1","UDP","214","49806  >  8800 Len=88","ef025800020200010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"12672","42.185321390","192.168.169.2","192.168.169.1","UDP","242","49806  >  8800 Len=116","ef027400020200010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000100000000000000010000001c000000ffffffffffffffffffffffff"
"12692","42.200324530","192.168.169.2","192.168.169.1","UDP","132","49806  >  8800 Len=6","ef2006000165"
"12694","42.200341556","192.168.169.2","192.168.169.1","UDP","214","49806  >  8800 Len=88","ef025800020200010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"12699","42.224621007","192.168.169.2","192.168.169.1","UDP","270","49806  >  8800 Len=144","ef029000020200010200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000200000000000000010000001c000000ffffffffffffffffffffffff0300000000000000000000001c000000070000000000000000f0ffff"
"12844","42.262894150","192.168.169.2","192.168.169.1","UDP","151","49806  >  8800 Len=25","ef20190001673c693d325e62665f737369643d636d643d323e"
"12845","42.262911062","192.168.169.2","192.168.169.1","UDP","151","49806  >  8800 Len=25","ef20190001673c693d325e62665f737369643d636d643d333e"
"12846","42.262916351","192.168.169.2","192.168.169.1","UDP","214","49806  >  8800 Len=88","ef025800020200010000000001000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"12855","42.264439898","192.168.169.2","192.168.169.1","UDP","151","49806  >  8800 Len=25","ef20190001673c693d325e62665f737369643d636d643d323e"
"12856","42.264445144","192.168.169.2","192.168.169.1","UDP","151","49806  >  8800 Len=25","ef20190001673c693d325e62665f737369643d636d643d333e"
"12857","42.264563527","192.168.169.2","192.168.169.1","UDP","214","49806  >  8800 Len=88","ef025800020200010000000001000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"12859","42.275971184","192.168.169.2","192.168.169.1","UDP","214","49806  >  8800 Len=88","ef025800020200010000000001000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"12861","42.301545866","192.168.169.2","192.168.169.1","UDP","242","49806  >  8800 Len=116","ef027400020200010100000002000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000300000000000000000000001c000000fffffffffffffffffff3ffff"
"12863","42.327361792","192.168.169.2","192.168.169.1","UDP","242","49806  >  8800 Len=116","ef027400020200010100000002000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000300000000000000000000001c000000fffffffffffffffffff3ffff"
"12867","42.353313039","192.168.169.2","192.168.169.1","UDP","242","49806  >  8800 Len=116","ef027400020200010100000003000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000300000000000000000000001c000000fffffffffffffffffff3ffff"
"12873","42.379423989","192.168.169.2","192.168.169.1","UDP","242","49806  >  8800 Len=116","ef027400020200010100000003000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000300000000000000000000001c000000fffffffffffffffffff3ffff"
"12887","42.404595517","192.168.169.2","192.168.169.1","UDP","214","49806  >  8800 Len=88","ef025800020200010000000004000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000"
"12892","42.429517152","192.168.169.2","192.168.169.1","UDP","242","49806  >  8800 Len=116","ef027400020200010100000004000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000300000000000000000000001c000000fffffffffffffffffff7ffff"
"12901","42.459813085","192.168.169.2","192.168.169.1","UDP","242","49806  >  8800 Len=116","ef027400020200010100000005000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000300000000000000000000001c000000fffffffffffffffffff7ffff"
"12905","42.498031490","192.168.169.2","192.168.169.1","UDP","242","49806  >  8800 Len=116","ef027400020200010100000005000000080066808080804040990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d00000300000000000000000000001c000000fffffffffffffffffff7ffff"
