No,Time,Hex_Data
50,0.0,ef0258000202000100000000fb0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef0258000202000100000000fa0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef0258000202000100000000fb0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
60,1.0,ef0274000202000101000000fb0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000cc89000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef0274000202000101000000fb0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000cc89000000000000010000001c000000ffffffffffffffffffffffff
50,0.0,ef0258000202000100000000fc0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
70,0.0,ef0274000202000101000000fc0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000cd89000000000000000000001c000000ffff00000000000000f8ffff
50,0.0,ef0258000202000100000000fd0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef0258000202000100000000fd0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef0258000202000100000000fd0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef0258000202000100000000fe0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef0258000202000100000000ff0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef0258000202000100000000ff0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000000100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef0258000202000100000000ff0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef0258000202000100000000ff0f0100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000000100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000000100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
70,0.0,ef027400020200010100000001100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000ce89000000000000000000001c000000ffffffffffffff0f00f8ffff
50,20.0,ef025800020200010000000001100100140066147e808080000200000000000000000000fc990000000000000000000000c5de8ce18ba811b50aa11d4161362ed3f4d856896d5e2b23c8539d54373c5820c1d83ec2890db9
40,15.0,ef025800020200010000000001100100140066147e808080000200000000000000000000fc9900000000000000000000006bf110d4531ce6e90f9889883ac9cf152029eaa563369527563e203c7dde80f00e8ac616e11ebe
50,0.0,ef025800020200010000000001100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
70,0.0,ef027400020200010100000002100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000cf89000000000000000000001c000000ff0300000000000000f8ffff
50,0.0,ef025800020200010000000001100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
60,1.0,ef027400020200010100000002100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000ce89000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef027400020200010100000003100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000ce89000000000000010000001c000000ffffffffffffffffffffffff
50,0.0,ef025800020200010000000003100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
60,1.0,ef027400020200010100000004100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000cf89000000000000010000001c000000ffffffffffffffffffffffff
50,0.0,ef025800020200010000000004100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000005100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000005100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
60,1.0,ef027400020200010100000006100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d089000000000000010000001c000000ffffffffffffffffffffffff
50,0.0,ef025800020200010000000006100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000007100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000007100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000007100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000007100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000008100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
60,1.0,ef027400020200010100000008100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d189000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef027400020200010100000008100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d189000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef027400020200010100000008100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d189000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef027400020200010100000009100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d189000000000000010000001c000000ffffffffffffffffffffffff
50,0.0,ef025800020200010000000009100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef02580002020001000000000a100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
60,1.0,ef02740002020001010000000a100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d289000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef02740002020001010000000b100100140066147e808080000200000000000000000000fc990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d289000000000000010000001c000000ffffffffffffffffffffffff
50,0.0,ef02580002020001000000000c100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef02580002020001000000000c100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef02580002020001000000000c100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef02580002020001000000000c100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
60,1.0,ef02740002020001010000000d100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d389000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef02740002020001010000000e100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d389000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef02740002020001010000000e100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d389000000000000010000001c000000ffffffffffffffffffffffff
30,0.0,ef025800020200010000000010100100140066147e808080020200000000000000000000fe990000000000000000000000ca89b85da686a086667d779c03ff28f5539ffeacf0c729bb01eb18b411f451c45839ae59974f8e
40,12.0,ef025800020200010000000010100100140066147e808080020200000000000000000000fe9900000000000000000000005e1aeb45884e7b6ab6d9ae0ca599731274956cfb381c56b50da231bfff7637dbe4d317ff60ff5f
50,0.0,ef025800020200010000000010100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000010100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000011100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
60,1.0,ef027400020200010100000011100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d589000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef027400020200010100000012100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d589000000000000010000001c000000ffffffffffffffffffffffff
50,0.0,ef025800020200010000000012100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
8854,2.902406545,ef6b879675223eb0e7e99b31625473efcecb5a7a7c5c75eff8a18e5ae34ec561e3e84390e26ee7f38d173b2171de4d699c7f9f5b48ba8bbbf36b19739d92490eea2f725a13be817d87d135f58c1603d8c97b33d8409b4903
60,1.0,ef027400020200010100000012100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d589000000000000010000001c000000ffffffffffffffffffffffff
50,0.0,ef025800020200010000000012100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000013100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
60,1.0,ef027400020200010100000013100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d689000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef027400020200010100000014100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d689000000000000010000001c000000ffffffffffffffffffffffff
50,0.0,ef025800020200010000000015100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000015100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000016100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000016100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000017100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
50,0.0,ef025800020200010000000018100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000
70,0.0,ef027400020200010100000018100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d889000000000000000000001c0000000f0000000000000000f8ffff
60,1.0,ef027400020200010100000019100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef027400020200010100000019100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000181c3b6c8dd3aa4394e09e57efd32b6595
60,1.0,ef027400020200010100000019100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef027400020200010100000019100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffff6f5f858265dc5eca4d
60,1.0,ef027400020200010100000019100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffffcf17fd6845d9d38eeb
70,22.0,ef027400020200010100000019100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffffffffff330622f6ffff
70,0.0,ef027400020200010100000019100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d78140eb9a73ccd6c9fa3022fa08608d17d1571f7465914f0082691b
60,1.0,ef027400020200010100000019100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef027400020200010100000019100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef02740002020001010000001a100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef027400020200010100000019100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef027400020200010100000019100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef02740002020001010000001a100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef027400020200010100000019100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef027400020200010100000019100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffffffffffffffffffffff
60,1.0,ef02740002020001010000001a100100140066147e808080020200000000000000000000fe990000000000000000000000000000000000000000000000000000000000000000000000000000000000000000324b142d0000d789000000000000010000001c000000ffffffffffffffffffffffff
